id	name	type	nation	img_small	img_medium	description
PJSD718	AL Yukikaze	Destroyer	japan	https://glossary-wows-global.gcdn.co/icons//vehicle/small/PJSD718_845cdca463cf8d1cb0afb9485ab413225f75f6b2d8e47fff35200f268640b546.png	https://glossary-wows-global.gcdn.co/icons//vehicle/medium/PJSD718_c39da707a99f6e83eba30052a3a3af57b6f2fb98ef12f4780c1de9fddbb59086.png	Popularmente conocida como el «barco de la fortuna» por sus logros en la Gran Guerra. Es arrogante y piensa que todo éxito se debe a su habilidad. Se enoja cuando la ignoran y la dejan sola. Hay una rivalidad entre ella y Shigure, aunque ninguna está segura de por qué son rivales.\nDel juego Azur Lane.
PISB805	Giunio Bruto	Battleship	italy	https://glossary-wows-global.gcdn.co/icons//vehicle/small/PISB805_3135dc9429186c90ce0dd5aa84c3df5682ecfe2d9dd77d2e79fabd390b059921.png	https://glossary-wows-global.gcdn.co/icons//vehicle/medium/PISB805_59adf32f78cb21a3743608555828bf79c37a925416c79cf8cfa270204ebe7ce4.png	Barco para pruebas.
PRSB528	Borodino	Battleship	ussr	https://glossary-wows-global.gcdn.co/icons//vehicle/small/PRSB528_13dcb026b088630e1170a114c49cab705a2d0b282edc477e957e2b9c0ba7df44.png	https://glossary-wows-global.gcdn.co/icons//vehicle/medium/PRSB528_ec5a54b3c0e95afd0fc547d2c94163f0059747f58d9243f7b0cf05e208a76f71.png	Un proyecto de «pequeño acorazado» desarrollado a principios de los años 50, cuyo armamento principal constaba de varios cañones pesados concentrados en el extremo de proa. Estos barcos se diseñaron para actuar en grupos y lidiar con cualquier acorazado.
PWSD508	Orkan	Destroyer	europe	https://glossary-wows-global.gcdn.co/icons//vehicle/small/PWSD508_978143f5501a5d8b7b0ba37702be90f5d484b9c563f9d257766e3ed6638ae661.png	https://glossary-wows-global.gcdn.co/icons//vehicle/medium/PWSD508_5dc8f2b7a1e807262bd10700f10bf2437f74c5b2900103dc17ac2d63d3441194.png	Un destructor de clase M construido para la Royal Navy, pero transferido a la Armada polaca poco después de la puesta en servicio. Pese a las similitudes con los barcos de clase Lightning, el Orkan contaba con potentes defensas AA que se reforzaban a costa de reducir el número de tubos lanzatorpedos.
PJSC705	ARP Myōkō	Cruiser	japan	https://glossary-wows-global.gcdn.co/icons//vehicle/small/PJSC705_23d7274014edd5a4f8b70e8367b267e7ff5289934e05624538bd412622b2be13.png	https://glossary-wows-global.gcdn.co/icons//vehicle/medium/PJSC705_4a65fd1614e54f50dd3db1b3040f3b22573ab3a7f5a401159f1b4c93b28f1d22.png	Un crucero pesado de la «Flota de la Niebla». Modelado a partir del Myōkō, el barco líder de la clase Myōkō de cruceros de la Marina Imperial Japonesa. Su modelo mental «Myōkō» actúa como «Vicepresidenta de la Junta de Estudiantes» en la «Junta de Estudiantes de la Niebla» del Hiei, y es la mediadora entre otros modelos mentales de clase Myōkō.\nEste barco de guerra se ha diseñado específicamente para World of Warships y está modelado a partir del Myōkō de «ARPEGGIO OF BLUE STEEL -ARS NOVA- Cadenza».
PASC710	Salem	Cruiser	usa	https://glossary-wows-global.gcdn.co/icons//vehicle/small/PASC710_295243134f7325711607add114f258af9989cbd388a74b1cd834604f92644008.png	https://glossary-wows-global.gcdn.co/icons//vehicle/medium/PASC710_84cc21cee4531ffe4d010825b5ab9c77db98e15c5062eb936e11911d726d5318.png	Un crucero pesado de clase Des Moines. Su batería principal estaba equipada con un mecanismo de recarga automático, que le ofrecía una de las mayores potencias de tiro entre los barcos de su tipo. Las ventajas del crucero incluían un avanzado equipamiento de radar, una potente artillería AA y una fiable protección horizontal del blindaje.
PASA528	Saipan	AirCarrier	usa	https://glossary-wows-global.gcdn.co/icons//vehicle/small/PASA528_916e92731e2b592523a82077d1c8c7124e1f7edc4ac7114b6cbc3fa3d60fbad6.png	https://glossary-wows-global.gcdn.co/icons//vehicle/medium/PASA528_1199324e29bfffe15a28aba1c3e3002272a764490bacbf5706013d8a9d986dcf.png	Un portaaviones ligero de gran velocidad fabricado sobre la base de los cruceros de la clase Baltimore. A pesar de sus dimensiones relativamente pequeñas, el barco portaba un potente grupo aéreo y estaba armado con numerosa artillería AA. El barco poseía un muy buen blindaje en comparación con la protección de los mayores portaaviones de ataque.
PASD709	Black	Destroyer	usa	https://glossary-wows-global.gcdn.co/icons//vehicle/small/PASD709_f7d89956ba9d7ecafb01b89729fa011f898faac2adb169cf573ec58e2c58755f.png	https://glossary-wows-global.gcdn.co/icons//vehicle/medium/PASD709_e987479a3f0b2a7d2bdeef4349e4b9c10dd705fe3b30615b0c0f88514b8d56ba.png	Uno de los numerosos y muy potentes destructores de la clase Fletcher que tenía una velocidad bastante alta, potente artillería de propósito dual, defensas AA eficientes y un armamento de torpedo decente.
PRSC538	Pyotr Bagration	Cruiser	ussr	https://glossary-wows-global.gcdn.co/icons//vehicle/small/PRSC538_93703bb59bc5530910da4b75f50186230cb51ed469a5d1f4fe8015404573c054.png	https://glossary-wows-global.gcdn.co/icons//vehicle/medium/PRSC538_28afeed3257a58a113bf8622046bab3b66b040ebab42156bd15a64be7c7bc094.png	Un proyecto de crucero desarrollado en la segunda mitad de los años 1940 (Proyecto 65). Algunas de sus principales ventajas eran su blindaje y sus defensas AA fortalecidas, así como los sistemas de artillería avanzados y más eficaces con los que estaba equipado.
PFSC810	Brennus	Cruiser	france	https://glossary-wows-global.gcdn.co/icons//vehicle/small/PFSC810_80d6751b4a7232cb1c3c30c33baeffc7e8195a244d7e249298ee737cc12ee3e1.png	https://glossary-wows-global.gcdn.co/icons//vehicle/medium/PFSC810_da3f9b66a071dba319f68cc6ecc0d411c88363137d33f3e97bf380172a465d6c.png	Desarrollado durante el proyecto precedente con defensas antiaéreas mejoradas, este crucero equipaba cañones principales de 240 mm. El barco tenía una potente planta propulsora y una alta velocidad.
PGSC509	Siegfried	Cruiser	germany	https://glossary-wows-global.gcdn.co/icons//vehicle/small/PGSC509_30f9ff5841ec1c8cdbfed55101217c2d08615ef9ee111868772f719f8c06e707.png	https://glossary-wows-global.gcdn.co/icons//vehicle/medium/PGSC509_c645c70b8e6b8a3a7274687345bd6999ae0848bfe1d193680a7bec54f78b8908.png	Un crucero superpesado de tipo «O» diseñado para operar en poderosas formaciones de ataque. En la época en la que se diseñó, tenía suficiente velocidad para escapar de cualquier acorazado y su protección de blindaje y armamento tenían suficiente fortaleza para aniquilar cualquier crucero.
PASB518	Massachusetts	Battleship	usa	https://glossary-wows-global.gcdn.co/icons//vehicle/small/PASB518_2f9d62bd58e089b4190828ea78dd173b0c85959dac242ce1ea0c192c5fc9b8fe.png	https://glossary-wows-global.gcdn.co/icons//vehicle/medium/PASB518_2813864f4249f7931bc918be81cb7d25e72ee00a548614caf07b194f15efcfa6.png	Un acorazado de clase South-Dakota. Diseñado bajo las limitaciones del tratado, este buque tenía unas características bien equilibradas en cuestiones de armamento, velocidad y protección del blindaje. A finales de la II Guerra Mundial, el barco tenía una defensa AA muy potente.
PASC718	AL Montpelier	Cruiser	usa	https://glossary-wows-global.gcdn.co/icons//vehicle/small/PASC718_2a2852071ef0342f4ebe3986e76680bb771c4b8d8c55371ac96d69c7e9c73fcf.png	https://glossary-wows-global.gcdn.co/icons//vehicle/medium/PASC718_0b03cc32abbc285258498507b191039ddec3c45ab7142a6ed883bd47cde555ad.png	Valiente y enérgica como su hermana mayor, Cleveland. Adora las batallas y se enfrenta a los enemigos más fuertes, pero es torpe en todo lo que no sea combate. Miembro del Grupo de trabajo 18: un grupo formado por barcos de su tipo. Admira a su hermana, Cleveland.\nDel juego Azur Lane.
PGSA518	Graf Zeppelin	AirCarrier	germany	https://glossary-wows-global.gcdn.co/icons//vehicle/small/PGSA518_3f1aff5cb151b143cc14e9da364ab2d3269cd9a6ab80df0529ccd0e1b75c1ba4.png	https://glossary-wows-global.gcdn.co/icons//vehicle/medium/PGSA518_a04100f8847f52eaa1c44286c08d152abbb97dbc4a2a12148e76677fcaf08673.png	Un portaaviones de alta velocidad con numerosos cañones secundarios y de doble propósito. Tenía la propulsión más potente de entre todos los barcos de la armada alemana. El portaaviones nunca fue completado porque las prioridades del programa de construcción naval alemán cambiaron durante el curso de la II Guerra Mundial.
PFSD508	Le Terrible	Destroyer	france	https://glossary-wows-global.gcdn.co/icons//vehicle/small/PFSD508_9a0ca2691d3a7397c345e821e140cc20dc763682b13218faaf9a8b8882889dd0.png	https://glossary-wows-global.gcdn.co/icons//vehicle/medium/PFSD508_20fc6bd5276bbb5d8c28d10af34d139395f859817f29f277ae33d91bda44df55.png	Uno de los destructores torpederos de clase Le Fantasque, era grande, rápido y tenía una potente artillería. Durante sus pruebas, logró alcanzar una velocidad que no ha superado ningún otro destructor.
PGSC910	[Hindenburg]	Cruiser	germany	https://glossary-wows-global.gcdn.co/icons//vehicle/small/PGSC910_4635332915d94f64dbdc1fda94f7f2f0bfd227355eab5406b16f5d2e81006c3d.png	https://glossary-wows-global.gcdn.co/icons//vehicle/medium/PGSC910_29be3e3bcaf2ef80c974deb90b7cbf1d1d24027f87007796f0db172d5d9ad41b.png	Este barco es una copia del Hindenburg y solo es apto para Batallas de clanes
PRSB510	Slava	Battleship	ussr	https://glossary-wows-global.gcdn.co/icons//vehicle/small/PRSB510_3a61ded4a2a0b7775db68b22bc915d343c9190b28c9c15ae0683f6063a8c64db.png	https://glossary-wows-global.gcdn.co/icons//vehicle/medium/PRSB510_3b8c6053e96ab5c3a2aa2a54cd7ab7dc6c91e538d238b8122eb999913fba19e5.png	Un diseño de acorazado desarrollado después del final de la Segunda Guerra Mundial (Proyecto 24). El barco constituyó un desarrollo adicional de la clase Sovetsky Soyuz, destinado a contrarrestar los acorazados estadounidenses de las clases Iowa y Montana.
PJSB708	ARP Hiei	Battleship	japan	https://glossary-wows-global.gcdn.co/icons//vehicle/small/PJSB708_570188fd8cd03c7a4a8a56d66a22b1968112039e7b474bff33a79570c38522a8.png	https://glossary-wows-global.gcdn.co/icons//vehicle/medium/PJSB708_f0ba31b92d0dda17865f52c103c655f03c79bdeaaa7e9790cf061adbddd60a3b.png	Un acorazado de la «Flota de la Niebla». Modelado a partir del 2.º acorazado de clase Kongō de la Marina Imperial Japonesa, el Hiei. Equipado con el «Sistema de reflejo» otorgado por el Musashi, actúa como el nuevo buque insignia de la «Primera Flota Oriental» tras la partida del Kongō. Reutilizado en la flota como la «Junta de Estudiantes de la Niebla», mantiene un orden estricto dentro de la Flota de la Niebla como «Presidenta del Consejo de Estudiantes».\nEste barco de guerra se ha diseñado específicamente para World of Warships, y está modelado a partir del Hiei de «ARPEGGIO OF BLUE STEEL -ARS NOVA- DC».
PASB707	California	Battleship	usa	https://glossary-wows-global.gcdn.co/icons//vehicle/small/PASB707_5adb831f57bb58011aec94abb7e54ede1cd75c46df3cd092550c165981c6a797.png	https://glossary-wows-global.gcdn.co/icons//vehicle/medium/PASB707_5bc1fc222f0c6545ee1d5e31a3a870614b3193d692ab48b7e8bd8227e3e78413.png	Un acorazado de clase Tennessee armado con doce cañones de 356 mm y con unos rasgos de velocidad bastante modestos. Tras Pearl Harbor, experimentó una renovación que cambió su diseño de forma significativa y mejoró enormemente sus defensas AA.
PFSC510	Colbert	Cruiser	france	https://glossary-wows-global.gcdn.co/icons//vehicle/small/PFSC510_5ee9a0797f12dfcc05df9b68b53b854b75af21b7827cac1b16ef4765666124c5.png	https://glossary-wows-global.gcdn.co/icons//vehicle/medium/PFSC510_364f96cda3630509a92fdb38e89a133f61d59de08e3657766ba8890985d29f47.png	Diseñado y construido tras la Segunda Guerra Mundial, es un crucero AA de tamaño relativamente reducido, pero equipado con poderosa artillería de doble propósito de 127 mm.
PWSD610	Småland	Destroyer	europe	https://glossary-wows-global.gcdn.co/icons//vehicle/small/PWSD610_7b05921780b6ff275a670453947fe6ee783dc981a4e20528a20bf62d0bb358b9.png	https://glossary-wows-global.gcdn.co/icons//vehicle/medium/PWSD610_c2a02ed4d7b1d73fc26383cd909aba5fb032cae7e149a404bb95673f65da1f5b.png	Uno de los mayores y más potentes destructores de la Armada Real sueca, armado con cañones principales de 120 mm muy eficaces y con una elevada cadencia de tiro. El rasgo distintivo del barco eran sus lanzatorpedos con diferente número de tubos.
PASC597	Boise	Cruiser	usa	https://glossary-wows-global.gcdn.co/icons//vehicle/small/PASC597_f157c4b6aa57582cb9336671d6838731b072756d5cc6cb64e54d12598fd16d2d.png	https://glossary-wows-global.gcdn.co/icons//vehicle/medium/PASC597_120b7c271ca0a9f8e641d9c125f8133a02b4a80be84990af67c691848a6ae303.png	Un crucero ligero de clase Brooklyn. Su batería principal incluye 15 cañones de 152 mm y de tiro rápido. En la década de 1940, este crucero llevaba numerosos cañones AA automáticos.
PRSC510	Stalingrad	Cruiser	ussr	https://glossary-wows-global.gcdn.co/icons//vehicle/small/PRSC510_61b2d5bfa3e70ca626254c18e1ef0ebf005fa57b216926f053e9af60ebfa026b.png	https://glossary-wows-global.gcdn.co/icons//vehicle/medium/PRSC510_37cf9c5d539c1b9aca43a9cd4bffd8e3e140a8d3c2661f63d884ee6787255a2f.png	Uno de los pocos proyectos de barcos con artillería pesada desarrollados tras la II Guerra Mundial. Tenía una velocidad muy alta para un buque de su tamaño. Su armamento estaba formado por unos cañones de 305 mm especialmente diseñados, que no tenían rival en cuestiones de distancia de tiro y balística.
PRSC520	STALINGRAD #2	Cruiser	ussr	https://glossary-wows-global.gcdn.co/icons//vehicle/small/PRSC520_61b2d5bfa3e70ca626254c18e1ef0ebf005fa57b216926f053e9af60ebfa026b.png	https://glossary-wows-global.gcdn.co/icons//vehicle/medium/PRSC520_37cf9c5d539c1b9aca43a9cd4bffd8e3e140a8d3c2661f63d884ee6787255a2f.png	Uno de los pocos proyectos de barcos con artillería pesada desarrollados tras la II Guerra Mundial. Tenía una velocidad muy alta para un buque de su tamaño. Su armamento estaba formado por unos cañones de 305 mm especialmente diseñados, que no tenían rival en cuestiones de distancia de tiro y balística.
PGSB597	Scharnhorst B	Battleship	germany	https://glossary-wows-global.gcdn.co/icons//vehicle/small/PGSB597_55595dbd59b3d87bda9034e9df295a483450f7baaa468ce9006c6622acba95ce.png	https://glossary-wows-global.gcdn.co/icons//vehicle/medium/PGSB597_beff94bd902f2118cb3e95596b87e087dd2e272846da9afc933202937085116b.png	Un acorazado alemán diseñado para operaciones de incursión y luchar contra cruceros, incluyendo los cruceros de batalla. Cuando se construyó el Scharnhorst, era más rápido que cualquier barco de su tipo. El calibre más bien pequeño de los cañones de la batería principal era su contratiempo principal, pero lo compensaba con su gran cadencia de tiro.
PASD510	Somers	Destroyer	usa	https://glossary-wows-global.gcdn.co/icons//vehicle/small/PASD510_d96a020f6644524078ce45c834c794afeb2a39613ad47896f10dad524471c6a1.png	https://glossary-wows-global.gcdn.co/icons//vehicle/medium/PASD510_504f6e561e600cf19203efbee944b51e1518e3a8ebfb2e36b839c1d4092cd8a9.png	Un líder de flotilla de destructores equipado con ocho cañones que era capaz de lanzar el mayor número de torpedos por salva de toda la Armada de EE. UU.
PJSB707	ARP Haruna	Battleship	japan	https://glossary-wows-global.gcdn.co/icons//vehicle/small/PJSB707_7af8b7cf8b82825eea1035176724647ddd617f8c1e245c8e791a8999f3692d50.png	https://glossary-wows-global.gcdn.co/icons//vehicle/medium/PJSB707_f1d7669cf58453b3ab43ea031f69441ae9c9b7975049d70931f2285d5e0ba790.png	Un acorazado de la «Flota de la Niebla». Modelado a partir del 3.er acorazado de clase Kongō de la Marina Imperial Japonesa, el Haruna. Aparece por primera vez junto con el Kirishima en combate contra el I-401, fue derrotado por las tácticas superiores de Gunzo Chihaya, comandante del I-401. Su modelo mental «Haruna» lleva siempre un gran abrigo y tiene un entusiasta interés en el idioma humano, «reuniendo» ejemplos de palabras cuando las oye.\nEste barco de guerra se ha diseñado específicamente para World of Warships, y está modelado a partir del Haruna de «ARPEGGIO OF BLUE STEEL -ARS NOVA-».
PJSB705	ARP Kongō	Battleship	japan	https://glossary-wows-global.gcdn.co/icons//vehicle/small/PJSB705_72bc7d64bc57d7eb578c04cde318f641085b81042b74de3f0eec7070487b15ea.png	https://glossary-wows-global.gcdn.co/icons//vehicle/medium/PJSB705_a1fb5de8896ee5821adf443d9314619b6e18d30ddb7a50b1b02b94fce9650f7e.png	Un acorazado de la «Flota de la Niebla». Modelado a partir del barco líder de la clase Kongō de la Marina Imperial Japonesa, el Kongō. Como buque insignia de la «Primera Flota Oriental», su modelo mental «Kongō» rinde honores al Código del Almirantazgo por encima de todo. Trata de eliminar al submarino I-401, que decidió desviarse del Código.\nEste barco de guerra se ha diseñado específicamente para World of Warships y está modelado a partir del Kongō de «ARPEGGIO OF BLUE STEEL -ARS NOVA-».
PASA518	Enterprise	AirCarrier	usa	https://glossary-wows-global.gcdn.co/icons//vehicle/small/PASA518_1d6166593fe612e7436a4cd708d938a973cee0a65c37c5c7479fd817644b8626.png	https://glossary-wows-global.gcdn.co/icons//vehicle/medium/PASA518_847da78e0eb9a4744282d2829d3ea36089bdd0f9071dae0281dbc2f00862f8c9.png	Un portaaviones de ataque de la clase Yorktown que combina una serie de características clave típicas de este tipo de barcos: un gran grupo aéreo, un buen equipamiento de lanzamiento y recuperación que le permitía lanzar un gran número de escuadrones, buena velocidad y potentes defensas AA.
PFSB510	Bourgogne	Battleship	france	https://glossary-wows-global.gcdn.co/icons//vehicle/small/PFSB510_2ec82c44ef680c0cf483f973bdc8fedbb4157e8500eea1e7df4889b3a7bc7781.png	https://glossary-wows-global.gcdn.co/icons//vehicle/medium/PFSB510_ac474e368d5a916a14803ec89a36227fafe0685f447cdfe7b507fab6c369abe8.png	Un diseño de acorazado desarrollado en Francia, como respuesta a la construcción de los acorazados alemanes de clase H. Este barco es una evolución de la clase Richelieu, pero se diferencia de sus predecesores porque lleva una artillería más potente, situada siguiendo un esquema mucho más razonable. Una de las versiones del diseño recibió 12 cañones de 380 mm, situados en tres torretas principales.
PASD913	[Gearing]	Destroyer	usa	https://glossary-wows-global.gcdn.co/icons//vehicle/small/PASD913_cf35f9528df69fef9880f2d65cf467010068268307c5f679cc2f2b2b93bc26d5.png	https://glossary-wows-global.gcdn.co/icons//vehicle/medium/PASD913_6c2d06e61e5fd3ffd65c173398f41f9adafc27da289536e3489d3201f5303676.png	Este barco es una copia del Gearing y solo es apto para Batallas de clanes
PJSC717	Southern Dragon	Cruiser	japan	https://glossary-wows-global.gcdn.co/icons//vehicle/small/PJSC717_ca2d68d62f1560db2fd711fb1ea8d93d05457c51d4a9212900758c7a9697e023.png	https://glossary-wows-global.gcdn.co/icons//vehicle/medium/PJSC717_efabdae81d4af3b7e2d1a652795a470e941b10179c0ddc5ffbbe36fe016e04ed.png	En la tradición china, los dragones se suelen representar como criaturas alargadas de cuatro patas, similares a las serpientes y cubiertos de escamas. Son cuatro hermanos, los reyes dragones, y cada uno representa uno de los cuatro mares. El rey dragón del mar del Sur es Ào Quin.
PASC610	Puerto Rico	Cruiser	usa	https://glossary-wows-global.gcdn.co/icons//vehicle/small/PASC610_7b1e57f36e152fffef30f09831850ee95a27bc2d28047027708d5ad7f23589f7.png	https://glossary-wows-global.gcdn.co/icons//vehicle/medium/PASC610_8aae7554eea6319c2fd33e43fe3935b0e44793b89db0fcc554ce7c3fc9991e97.png	El proyecto que precedió la creación de los «grandes cruceros de clase Alaska». La variante CA2-D se diseñó con doce cañones de la batería principal de 305 mm.
PGSB910	[Großer Kurfürst]	Battleship	germany	https://glossary-wows-global.gcdn.co/icons//vehicle/small/PGSB910_9b3dbcaf7d4508435c97bc3b30de24490dc70b24cf6e49794f0681db9ec86bfe.png	https://glossary-wows-global.gcdn.co/icons//vehicle/medium/PGSB910_747c5b326961714a84b5322db24e0fa968dd0df3f61432da3f48bd42a61c00ed.png	Este barco es una copia del Großer Kurfürst y solo es apto para Batallas de clanes
PRSC518	Lazo	Cruiser	ussr	https://glossary-wows-global.gcdn.co/icons//vehicle/small/PRSC518_94fad851de7fbb94d01ed1915ebc0b1287cd5e2d947aef61d51aa6085b50ebc1.png	https://glossary-wows-global.gcdn.co/icons//vehicle/medium/PRSC518_316243ba17f75beec39766d9d958259c2a15caf7b796739342dc8559bd56c52f.png	Uno de los cruceros ligeros planeados para la construcción bajo la «Gran flota oceánica» (proyecto 68). Las grandes dimensiones del barco le permitieron acomodar doce cañones de batería principal de 152 mm y proporcionar una protección del blindaje bastante fuerte.
PASD597	Sims B	Destroyer	usa	https://glossary-wows-global.gcdn.co/icons//vehicle/small/PASD597_9d44a70b10060b4a8bda5b82cc2a7b02a775014537179c12cdfb9e4233ee87c8.png	https://glossary-wows-global.gcdn.co/icons//vehicle/medium/PASD597_9816a1dc61afde0ccf71fcb2e789c07786db5d3c596caf78c6601c58e42f69c2.png	Un destructor de alta velocidad bien armado con excelente maniobrabilidad. Su alta cadencia de tiro y excelente rapidez al apuntar de sus monturas de artillería de propósito dual aseguraron una buena potencia de fuego y una eficiencia decente de la defensa AA para su época.
PASB598	Massachusetts B	Battleship	usa	https://glossary-wows-global.gcdn.co/icons//vehicle/small/PASB598_6cb6911be640259ad4e0f8685a59a523200fc08831b2aa17ccc307b4cec6cee9.png	https://glossary-wows-global.gcdn.co/icons//vehicle/medium/PASB598_57b996872eae3aeb0cf86386a81903b753f5d01cef69d4409e531c4877d3876c.png	Un acorazado de clase South-Dakota. Diseñado bajo las limitaciones del tratado, este buque tenía unas características bien equilibradas en cuestiones de armamento, velocidad y protección del blindaje. A finales de la II Guerra Mundial, el barco tenía una defensa AA muy potente.
PJSD598	Asashio B	Destroyer	japan	https://glossary-wows-global.gcdn.co/icons//vehicle/small/PJSD598_37f1b2ae434f9be06c6d355c59df63abf6658a144b5a74ed95799b6026fe61df.png	https://glossary-wows-global.gcdn.co/icons//vehicle/medium/PJSD598_eb90aaf6550cc3981b268c2b53521dd666396f38c10da93569b09b131dd205bd.png	El destructor nipón Asashio fue el buque definitivo de este tipo en Japón. Se construyó tras el lanzamiento de los barcos de clase Fubuki. La ausencia de restricciones en el desplazamiento permitió que los arquitectos navales encontrasen un buen equilibrio entre velocidad, armamento y tamaño del casco. Gracias a una buena disposición general, el Asashio sirvió de prototipo para la mayoría de destructores nipones posteriores.
PASB917	[Montana]	Battleship	usa	https://glossary-wows-global.gcdn.co/icons//vehicle/small/PASB917_b51c4665351b2b42f323ce938b73fc6b9f221f170bc0596eefbda0d437026597.png	https://glossary-wows-global.gcdn.co/icons//vehicle/medium/PASB917_51216d5fb22b99eb59df676af3abd0b5f08c0a058135fcc476913e78f72afe23.png	Este barco es una copia del Montana y solo es apto para Batallas de clanes
PZSD508	Loyang	Destroyer	pan_asia	https://glossary-wows-global.gcdn.co/icons//vehicle/small/PZSD508_e24bc8a7bc321dd877414d2223334d7037572eea68655535bf05a977e8608eb0.png	https://glossary-wows-global.gcdn.co/icons//vehicle/medium/PZSD508_ea39180b0e17692444a8745eacc3e10cc52c3b5ba81e9c1dfbacabb1993d6ce6.png	Un destructor específicamente fabricado por la U.S. Navy, con potentes cañones AA y gran velocidad. Se entregó a la marina de la República de China en 1954. El armamento se componía de cañones principales de propósito dual y tubos quíntuples de torpedos.
PGSC519	Ägir	Cruiser	germany	https://glossary-wows-global.gcdn.co/icons//vehicle/small/PGSC519_7e70a173146ffeea7e969f1987ca3decb88d42ee1e95f7516bd89633fceeb2ee.png	https://glossary-wows-global.gcdn.co/icons//vehicle/medium/PGSC519_1eef13240ce7d158546f9341eb758cc6c7679ef66312042f80c327321e7aa329.png	Una de las variantes de un proyecto de crucero superpesado de alta velocidad de clase O con excelente protección y un armamento de nueve cañones de la batería principal de 305 mm.
PBSB527	Duke of York	Battleship	uk	https://glossary-wows-global.gcdn.co/icons//vehicle/small/PBSB527_1baf46c76e87e712a84fd1bb04b1042896373ae8fc4d03ad789f949d3cfff7f5.png	https://glossary-wows-global.gcdn.co/icons//vehicle/medium/PBSB527_3c4fd369ad83ca6f63a0a46cfb0326677a48c5e0842041632de7f85ca5516783.png	Un acorazado de clase King George V que tenía un armamento principal de 356 mm y podía alcanzar una buena velocidad para un barco de su tipo. Su numerosa artillería de doble propósito le servía de base para la defensa antiaérea. Un buen sistema de control de tiro le ofrecía una alta precisión a su batería principal.
PISC607	Gorizia	Cruiser	italy	https://glossary-wows-global.gcdn.co/icons//vehicle/small/PISC607_e334db632788e12588a05709b2cb78df0def5bc4ff443b97a39914d6399b9fee.png	https://glossary-wows-global.gcdn.co/icons//vehicle/medium/PISC607_5e436fa2095d60612197cafc7b5d16b15848572c779111294a90e8484768fd46.png	Un crucero pesado de clase Zara. Los barcos de esta clase se diseñaron para enfrentarse a los cruceros con protección débil construidos tras el Tratado Naval de Washington de 1922. Cuando entraron en servicio, tenían el mejor blindaje de los barcos de su tipo. Los tratados internacionales de limitación del desplazamiento, aún vigentes durante la construcción del barco, son la razón por la que no tiene armamento de torpedos instalado.
PFSD808	L'Effronté	Destroyer	france	https://glossary-wows-global.gcdn.co/icons//vehicle/small/PFSD808_9a0ca2691d3a7397c345e821e140cc20dc763682b13218faaf9a8b8882889dd0.png	https://glossary-wows-global.gcdn.co/icons//vehicle/medium/PFSD808_59adf32f78cb21a3743608555828bf79c37a925416c79cf8cfa270204ebe7ce4.png	Barco para pruebas.
PASB708	Alabama ST	Battleship	usa	https://glossary-wows-global.gcdn.co/icons//vehicle/small/PASB708_f1337d3f52a760c609ec07020ccbbb64619ade660243081590f4a119bfd0a945.png	https://glossary-wows-global.gcdn.co/icons//vehicle/medium/PASB708_2ecd680fbd33daf5f33096f4b2d135df30df60ff7808a5e16bacce94f63b20cb.png	Un acorazado de la clase South Dakota. Presentaba una potente defensa AA y sofisticados sistemas de vigilancia. Tenía una distribución del blindaje razonable y un cinturón blindado interno y una sólida protección horizontal.
PASB729	Georgia	Battleship	usa	https://glossary-wows-global.gcdn.co/icons//vehicle/small/PASB729_d8c94ef3717e9af2fe127cb6520444cb7469243d935cd34c1473d991b50d19de.png	https://glossary-wows-global.gcdn.co/icons//vehicle/medium/PASB729_204c5c8beaf4f485e8d98b21452400c35900cf7bd1aebdbb59b9f4e00aa539d9.png	Un proyecto de «acorazado de alta velocidad» que precedió a los barcos de clase Iowa. La batería principal comprendía cañones de 457 mm colocados en torretas gemelas desarrolladas junto con el proyecto del barco en 1938.
PBSB517	Nelson	Battleship	uk	https://glossary-wows-global.gcdn.co/icons//vehicle/small/PBSB517_9a17345d760bb6f7e1ac44f67f04e412098b784b8d9fbcebfd0713d6b1d21d65.png	https://glossary-wows-global.gcdn.co/icons//vehicle/medium/PBSB517_07725e97ade16ce5607232fcd97376b695d313323761bdc0bbf583c6c04e1b1d.png	Este acorazado presentaba una distribución innovadora diseñada bajo las restricciones del Tratado Naval de Washington de 1922. El barco estaba armado con cañones principales de 406 mm que estaban concentrados en tres torretas en la proa del barco. Era el primer acorazado de la Royal Navy en estar blindado de acuerdo con el concepto «todo o nada».
PZSC518	Wukong	Cruiser	pan_asia	https://glossary-wows-global.gcdn.co/icons//vehicle/small/PZSC518_f7bacab970b078f07e1e372e770ae27cd3a70dd3b48bd42f47acc906e11ed607.png	https://glossary-wows-global.gcdn.co/icons//vehicle/medium/PZSC518_50f8161817ce8ce179073ea51325616b362706c901694839476d477b4ffbf684.png	Wukong es el Rey Mono y uno de los principales personajes mitológicos de la cultura china. Es un demonio inmortal que obtuvo poderes extraordinarios tras muchos años de vagabundeo y perfección espiritual.
